date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:28:21	53581/53581	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:21%20GMT	https://www.friends2support.org/index.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/index-2.html	(from https://www.friends2support.org/)
19:28:21	17537/17537	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Nov%202020%2010:32:56%20GMT	https://www.friends2support.org/shortfilm/gallery-video.html	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/shortfilm/gallery-video.html	(from https://www.friends2support.org/)
19:28:21	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2026%20Jan%202025%2013:58:21%20GMT	https://www.friends2support.org/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://www.friends2support.org/)
19:28:22	8794/8794	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Jan%202025%2013:58:21%20GMT	https://www.friends2support.org/cdn-cgi/challenge-platform/h/b/scripts/jsd/725bd36e298b/main.js?	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/cdn-cgi/challenge-platform/h/b/scripts/jsd/725bd36e298b/maind41d.js	(from https://www.friends2support.org/)
19:28:22	2513/2513	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Jan%202025%2013:58:22%20GMT	https://www.friends2support.org/POST	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/POST	(from https://www.friends2support.org/WebResource.axd?d=aXKpdiUFfQwBKBkJBQk8Zn-cV5lfwe1D2PadUvhjSvBaVU5huvjzyr5NjMpOgu3sCY-o1KTXOl_zr67KL-y_cIjtEtC4zJgcWWHiTyClcoo1&t=638285849964787378)
19:28:22	2423/2423	---M-Z	200	added ('OK')	text/css	etag:%224219e9f1fc46d31:0%22	https://www.friends2support.org/css/css.css	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/css/css.css	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:23	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15283%22	https://code.jquery.com/jquery-3.2.1.min.js	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/code.jquery.com/jquery-3.2.1.min.js	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:23	357754/357754	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2026%20Jan%202025%2000:35:02%20GMT	https://www.friends2support.org/ScriptResource.axd?d=NTdUqi4NMkFWtXWYK5xa1fKm_M1-Az1LDM2qQ5RPuAoJ56I5pE0mhRtUAAL42AU-dd5oHzanROWirCvTFqh_uWl2GLgKcNoRrYIVVWd_xPiCwLd9N_DxYtjdL0VH1vnuONI7RxBY1pJ3ARsbuVGIFg2&t=ffffffffec54f2d7	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/ScriptResourced37c.js	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:23	95654/95654	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2026%20Jan%202025%2000:35:02%20GMT	https://www.friends2support.org/ScriptResource.axd?d=M264T1GmSGqaKB-QUcLKM8j3Q0W0bU4-b6dnoUZCPQ7snneR0tScjfxEg0aW2NFW31WzyA5h8JMkn5-geFIkPhbxtosmwBThZf_3OOfxzBscPHsCaE2OBn00JoQsvDiJYceMNeiG9ikWNyiIGnjJag2&t=ffffffffec54f2d7	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/ScriptResource1bbe.js	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:24	47908/47908	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2017%20Nov%202024%2006:03:26%20GMT	https://www.friends2support.org/inner/news/donorRegistration.aspx?_TSM_HiddenField_=ToolkitScriptManager1_HiddenField&_TSM_CombinedScripts_=%3b%3bAjaxControlToolkit%2c+Version%3d3.5.40412.0%2c+Culture%3dneutral%2c+PublicKeyToken%3d28f01b0e84b6d53e%3aen-US%3a1547e793-5b7e-48fe-8490-03a375b13a33%3a475a4ef5%3aeffe2a26%3abeb16dc9	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/news/donorRegistration0b7c.js	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:24	3638/3638	---M--	200	added ('OK')	image/gif	etag:%22db829686fd46d31:0%22	https://www.friends2support.org/imgs/main_logo.gif	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/imgs/main_logo.gif	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:24	19909/19909	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:24%20GMT	https://www.friends2support.org/inner/news/faqs.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/news/faqs.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:24	21957/21957	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:24%20GMT	https://www.friends2support.org/inner/news/feedback.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/news/feedback.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:25	25508/25508	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:24%20GMT	https://www.friends2support.org/inner/news/contactus.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/news/contactus-2.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:25	3133/3133	---M--	200	added ('OK')	image/gif	etag:%226062578fd46d31:0%22	https://www.friends2support.org/imgs/inner_newuser.gif	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/imgs/inner_newuser.gif	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:25	64/64	---M--	200	added ('OK')	image/gif	etag:%222871f675fd46d31:0%22	https://www.friends2support.org/imgs/inner_links_partition.gif	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/imgs/inner_links_partition.gif	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:25	25126/25126	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:25%20GMT	https://www.friends2support.org/inner/news/searchresult.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/news/searchresult.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:25	3505/3505	---M--	200	added ('OK')	image/gif	etag:%22fb69c74fd46d31:0%22	https://www.friends2support.org/imgs/inner_findblooddonor.gif	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/imgs/inner_findblooddonor.gif	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:26	4014/4014	---M--	200	added ('OK')	image/gif	etag:%2222c5176fd46d31:0%22	https://www.friends2support.org/imgs/inner_post_bloodrequest.gif	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/imgs/inner_post_bloodrequest.gif	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:26	21017/21017	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:26%20GMT	https://www.friends2support.org/inner/NGO/default_NGO.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/NGO/default_NGO.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:26	4789/4789	---M--	200	added ('OK')	image/gif	etag:%223e632975fd46d31:0%22	https://www.friends2support.org/imgs/Inner_findserviceorg.gif	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/imgs/Inner_findserviceorg.gif	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:26	108/108	---M--	200	added ('OK')	image/gif	etag:%22eed88172fd46d31:0%22	https://www.friends2support.org/imgs/inner_bullet.gif	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/imgs/inner_bullet.gif	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:27	20291/20291	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:26%20GMT	https://www.friends2support.org/inner/about/about.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/about/about.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:27	18563/18563	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:27%20GMT	https://www.friends2support.org/inner/journey/vision.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/journey/vision.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:27	20030/20030	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:27%20GMT	https://www.friends2support.org/inner/peoplebehind/founders.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/peoplebehind/founders.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:27	108/108	---M--	200	added ('OK')	image/gif	etag:%22d3f3f776fd46d31:0%22	https://www.friends2support.org/imgs/inner_subbullet.gif	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/imgs/inner_subbullet.gif	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:28	19730/19730	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:27%20GMT	https://www.friends2support.org/inner/peoplebehind/technical.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/peoplebehind/technical.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:28	30710/30710	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:28%20GMT	https://www.friends2support.org/inner/news/ListVolunteer.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/news/ListVolunteer.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:28	18602/18602	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:28%20GMT	https://www.friends2support.org/inner/journey/Campaign.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/journey/Campaign.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:29	29313/29313	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:28%20GMT	https://www.friends2support.org/inner/about/blood.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/about/blood.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:29	20841/20841	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:28%20GMT	https://www.friends2support.org/inner/about/whocandonate.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/about/whocandonate.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:29	65322/65322	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:29%20GMT	https://www.friends2support.org/inner/achievments/projects.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/achievments/projects.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:29	35665/35665	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:29%20GMT	https://www.friends2support.org/inner/achievments/done.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/achievments/done.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:30	19575/19575	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:29%20GMT	https://www.friends2support.org/inner/achievments/process.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/achievments/process.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:30	18141/18141	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:29%20GMT	https://www.friends2support.org/inner/contributions/friends.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/contributions/friends.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:32	54633/54633	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:31%20GMT	https://www.friends2support.org/inner/news/listDonatedBloodUsers.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/news/listDonatedBloodUsers.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:32	31335/31335	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:32%20GMT	https://www.friends2support.org/inner/about/achievements.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/about/achievements.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:32	69282/69282	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:32%20GMT	https://www.friends2support.org/inner/news/ListFeedBack.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/news/ListFeedBack.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:33	46556/46556	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:32%20GMT	https://www.friends2support.org/inner/about/press.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/about/press.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:33	19857/19857	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:32%20GMT	https://www.friends2support.org/inner/journey/Appcenter.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/journey/Appcenter.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:33	1648/1648	---M--	200	added ('OK')	image/gif	etag:%22bbe2ad14fd46d31:0%22	https://www.friends2support.org/imgs/bg_head_inner.gif	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/imgs/bg_head_inner.gif	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:33	236/236	---M--	200	added ('OK')	image/gif	etag:%2260d9419fd46d31:0%22	https://www.friends2support.org/imgs/buller_white.gif	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/imgs/buller_white.gif	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:33	67/67	---M--	200	added ('OK')	image/gif	etag:%223a6d114fd46d31:0%22	https://www.friends2support.org/imgs/bg_middle_inner.gif	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/imgs/bg_middle_inner.gif	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:34	729/729	---M--	200	added ('OK')	image/gif	etag:%2286ed60ab319bd61:0%22	https://www.friends2support.org/images/LoadingImage.gif	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/images/LoadingImage.gif	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:34	3086/3086	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:34%20GMT	https://www.friends2support.org/inner/news/MyCaptcha.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/news/MyCaptcha.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:34	321/321	---M--	200	added ('OK')	image/gif	etag:%22bf335f14fd46d31:0%22	https://www.friends2support.org/imgs/bg_bottom_inner.gif	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/imgs/bg_bottom_inner.gif	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:35	20631/20631	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:34%20GMT	https://www.friends2support.org/inner/news/disclaimer.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/news/disclaimer.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:35	19909/19909	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jan%202025%2013:58:35%20GMT	https://www.friends2support.org/inner/news/FAQs.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/news/FAQs-2.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:35	25655/25655	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202017%2004:12:14%20GMT	https://www.friends2support.org/inner/popcalendar/ipopeng.htm	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/inner/popcalendar/ipopeng.html	(from https://www.friends2support.org/inner/news/donorRegistration.aspx)
19:28:36	3005/3005	---M-Z	200	added ('OK')	application/x-javascript	date:Sat,%2026%20Aug%202023%2000:29:56%20GMT	https://www.friends2support.org/WebResource.axd?d=c_HbgSHBYblbHCMmGBtRW6R3Lq53Y60gc8zO2VOqHetPu25-yE0Azk5tZJ-LMxL08KiypqyP6b3Iwy3NyTC4YHTFl_SCL3aEff8oHlWsTPA1&t=638285849964787378	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/WebResource2b35.js	(from https://www.friends2support.org/inner/news/forgotPassword.aspx)
19:28:36	5170/5170	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Jan%202025%2013:58:36%20GMT	https://www.friends2support.org/news/faqs.aspx	C:/Users/LEGION/Documents/DOCUMENT/New%20folder/BLOOD%20DONATION/www.friends2support.org/news/faqs.aspx	(from https://www.friends2support.org/F2SInvitation.aspx)
